"alternate","js-lightbox-media-link href","photo-box-img src","arrange_unit","menu-item-details-description","menu-item-price-amount","js-lightbox-media-link href 2","photo-box-img src 2","arrange_unit 2","arrange_unit href","menu-item-details-description 2","menu-item-details-stats","icon_svg href","menu-item-price-amount 2","js-lightbox-media-link href 3","photo-box-img src 3","arrange_unit 3","menu-item-details-description 3","menu-item-price-amount 3","js-lightbox-media-link href 4","photo-box-img src 4","arrange_unit 4","menu-item-details-description 4","menu-item-price-amount 4","js-lightbox-media-link href 5","photo-box-img src 5","arrange_unit 5","menu-item-details-description 5","menu-item-price-amount 5","js-lightbox-media-link href 8","photo-box-img src 8","arrange_unit 8","menu-item-details-description 8","menu-item-price-amount 8","arrange_unit 10"
"","https://www.yelp.com/biz_user_photos/mC0Oir4IMjMSzJGORIW6pw/upload","https://s3-media0.fl.yelpcdn.com/assets/2/www/img/dca54f97fb84/default_avatars/menu_medium_square.png","SALAD - TINGA","SPICY PULLED CHICKEN *ALL SALADS SERVED WITH CHOICE OF PROTEIN, SLICED AVOCADO, BLACK BEANS, PICO DE GALLO & CHEESE SERVED ON A BED OF ROMAINE LETTUCE. SERVED WITH TACORIA'S HOUSE-MADE PINEAPPLE LIME DRESSING. **ALLERGY ALERT: IF YOU OR SOMEONE IN YOUR PARTY HAS A FOOD ALLERGY, PLEASE PLACE ORDER OVER THE PHONE. **CROSS-CONTAMINATION ALERT: ALTHOUGH WE TRY OUR BEST, UNFORTUNATELY CROSS-CONTACT WITH OTHER INGREDIENTS MAY OCCUR. REGRETTABLY, WE CANNOT GUARANTEE THE COMPLETE ABSENSE OF ALLERGENS.","$13.15","","","","","","","","","https://www.yelp.com/biz_user_photos/mC0Oir4IMjMSzJGORIW6pw/upload","https://s3-media0.fl.yelpcdn.com/assets/2/www/img/dca54f97fb84/default_avatars/menu_medium_square.png","SALAD - POLLO ASADO","CITRUS KISSES GRILLED CHICKEN *ALL SALADS SERVED WITH CHOICE OF PROTEIN, SLICED AVOCADO, BLACK BEANS, PICO DE GALLO & CHEESE SERVED ON A BED OF ROMAINE LETTUCE. SERVED WITH TACORIA'S HOUSE-MADE PINEAPPLE LIME DRESSING. **ALLERGY ALERT: IF YOU OR SOMEONE IN YOUR PARTY HAS A FOOD ALLERGY, PLEASE PLACE ORDER OVER THE PHONE. **CROSS-CONTAMINATION ALERT: ALTHOUGH WE TRY OUR BEST, UNFORTUNATELY CROSS-CONTACT WITH OTHER INGREDIENTS MAY OCCUR. REGRETTABLY, WE CANNOT GUARANTEE THE COMPLETE ABSENSE OF ALLERGENS.","$13.15","https://www.yelp.com/biz_user_photos/mC0Oir4IMjMSzJGORIW6pw/upload","https://s3-media0.fl.yelpcdn.com/assets/2/www/img/dca54f97fb84/default_avatars/menu_medium_square.png","SALAD - BEYOND TACORIA (VEGGIE)","MADE WITH VEGAN BEYOND 'MEAT', SEASONING, SPICES (VEGETARIAN) *ALL SALADS SERVED WITH CHOICE OF PROTEIN, SLICED AVOCADO, BLACK BEANS, PICO DE GALLO & CHEESE SERVED ON A BED OF ROMAINE LETTUCE. SERVED WITH TACORIA'S HOUSE-MADE PINEAPPLE LIME DRESSING. **ALLERGY ALERT: IF YOU OR SOMEONE IN YOUR PARTY HAS A FOOD ALLERGY, PLEASE PLACE ORDER OVER THE PHONE. **CROSS-CONTAMINATION ALERT: ALTHOUGH WE TRY OUR BEST, UNFORTUNATELY CROSS-CONTACT WITH OTHER INGREDIENTS MAY OCCUR. REGRETTABLY, WE CANNOT GUARANTEE THE COMPLETE ABSENSE OF ALLERGENS.","$14.95","https://www.yelp.com/biz_user_photos/mC0Oir4IMjMSzJGORIW6pw/upload","https://s3-media0.fl.yelpcdn.com/assets/2/www/img/dca54f97fb84/default_avatars/menu_medium_square.png","SALAD - POLLO AL PASTOR","Chicken marinated in house blend of spices & pineapple paired with avocado verde all salads served with choice of protein, sliced avocado, black beans, pico de gallo & cheese served on a bed of romaine lettuce. served with tacoria pineapple lime dressing","$14.95","https://www.yelp.com/biz_user_photos/mC0Oir4IMjMSzJGORIW6pw/upload","https://s3-media0.fl.yelpcdn.com/assets/2/www/img/dca54f97fb84/default_avatars/menu_medium_square.png","SALAD -  CHORIZO","SPICY PORK*ALL SALADS SERVED WITH CHOICE OF PROTEIN, SLICED AVOCADO, BLACK BEANS, PICO DE GALLO & CHEESE SERVED ON A BED OF ROMAINE LETTUCE. SERVED WITH TACORIA'S HOUSE-MADE PINEAPPLE LIME DRESSING. **ALLERGY ALERT: IF YOU OR SOMEONE IN YOUR PARTY HAS A FOOD ALLERGY, PLEASE PLACE ORDER OVER THE PHONE. **CROSS-CONTAMINATION ALERT: ALTHOUGH WE TRY OUR BEST, UNFORTUNATELY CROSS-CONTACT WITH OTHER INGREDIENTS MAY OCCUR. REGRETTABLY, WE CANNOT GUARANTEE THE COMPLETE ABSENSE OF ALLERGENS.","$13.15","SALAD - AL PASTOR"
"VIVA LA NACHOS - PIE!","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","https://www.yelp.com/biz_user_photos/mC0Oir4IMjMSzJGORIW6pw/upload","https://s3-media0.fl.yelpcdn.com/assets/2/www/img/dca54f97fb84/default_avatars/menu_medium_square.png","PIE - TINGA","SPICY PULLED CHICKEN PAIRED WITH HABANERO SALSA*FRESH HAND CUT CORN TORTILLA CHIPS TOPPED WITH YOUR CHOICE OF PROTEIN, SALSA, BLACK BEANS, CHEESE, CREMA & ESCABECHE PEPPERS (SMALL SIZE)**ALLERGY ALERT: IF YOU OR SOMEONE IN YOUR PARTY HAS A FOOD ALLERGY, PLEASE PLACE ORDER OVER THE PHONE. **CROSS-CONTAMINATION ALERT: ALTHOUGH WE TRY OUR BEST, UNFORTUNATELY CROSS-CONTACT WITH OTHER INGREDIENTS MAY OCCUR. REGRETTABLY, WE CANNOT GUARANTEE THE COMPLETE ABSENSE OF ALLERGENS.","$12.00","https://www.yelp.com/biz_user_photos/mC0Oir4IMjMSzJGORIW6pw/upload","https://s3-media0.fl.yelpcdn.com/assets/2/www/img/dca54f97fb84/default_avatars/menu_medium_square.png","PIE - NO PROTEIN (VEGGIE)","","NO PREOTEIN (VEGETERIAN)  *FRESH HAND CUT CORN TORTILLA CHIPS TOPPED WITH YOUR CHOICE OF PROTEIN, SALSA, BLACK BEANS, CHEESE, CREMA & ESCABECHE PEPPERS (SMALL SIZE)**ALLERGY ALERT: IF YOU OR SOMEONE IN YOUR PARTY HAS A FOOD ALLERGY, PLEASE PLACE ORDER OVER THE PHONE. **CROSS-CONTAMINATION ALERT: ALTHOUGH WE TRY OUR BEST, UNFORTUNATELY CROSS-CONTACT WITH OTHER INGREDIENTS MAY OCCUR. REGRETTABLY, WE CANNOT GUARANTEE THE COMPLETE ABSENSE OF ALLERGENS.","","","$12.00","https://www.yelp.com/biz_user_photos/mC0Oir4IMjMSzJGORIW6pw/upload","https://s3-media0.fl.yelpcdn.com/assets/2/www/img/dca54f97fb84/default_avatars/menu_medium_square.png","PIE - POLLO ASADO","CITRUS KISSED GRILLED CHICKEN PAIRED WITH HABANERO SALSA*FRESH HAND CUT CORN TORTILLA CHIPS TOPPED WITH YOUR CHOICE OF PROTEIN, SALSA, BLACK BEANS, CHEESE, CREMA & ESCABECHE PEPPERS (SMALL SIZE)**ALLERGY ALERT: IF YOU OR SOMEONE IN YOUR PARTY HAS A FOOD ALLERGY, PLEASE PLACE ORDER OVER THE PHONE. **CROSS-CONTAMINATION ALERT: ALTHOUGH WE TRY OUR BEST, UNFORTUNATELY CROSS-CONTACT WITH OTHER INGREDIENTS MAY OCCUR. REGRETTABLY, WE CANNOT GUARANTEE THE COMPLETE ABSENSE OF ALLERGENS.","$12.00","https://www.yelp.com/biz_user_photos/mC0Oir4IMjMSzJGORIW6pw/upload","https://s3-media0.fl.yelpcdn.com/assets/2/www/img/dca54f97fb84/default_avatars/menu_medium_square.png","PIE - BEYOND TACORIZO (VEGGIE)","MADE WITH VEGAN BEYOND 'MEAT', DEASONING, SPICES PAIRED WITH SALSA VERDE*FRESH HAND CUT CORN TORTILLA CHIPS TOPPED WITH YOUR CHOICE OF PROTEIN, SALSA, BLACK BEANS, CHEESE, CREMA & ESCABECHE PEPPERS (SMALL SIZE)**ALLERGY ALERT: IF YOU OR SOMEONE IN YOUR PARTY HAS A FOOD ALLERGY, PLEASE PLACE ORDER OVER THE PHONE. **CROSS-CONTAMINATION ALERT: ALTHOUGH WE TRY OUR BEST, UNFORTUNATELY CROSS-CONTACT WITH OTHER INGREDIENTS MAY OCCUR. REGRETTABLY, WE CANNOT GUARANTEE THE COMPLETE ABSENSE OF ALLERGENS.","$13.80","https://www.yelp.com/biz_user_photos/mC0Oir4IMjMSzJGORIW6pw/upload","https://s3-media0.fl.yelpcdn.com/assets/2/www/img/dca54f97fb84/default_avatars/menu_medium_square.png","PIE - POLLO AL PASTOR","Chicken marinated in house blend of spices & pineapple paired with avocado verde salsa fresh hand cut corn tortilla chips topped with your choice of protein, salsa, black beans, cheese, crema & escabeche peppers (small size)","$13.80","https://www.yelp.com/biz_user_photos/mC0Oir4IMjMSzJGORIW6pw/upload","https://s3-media0.fl.yelpcdn.com/assets/2/www/img/dca54f97fb84/default_avatars/menu_medium_square.png","PIE - CHORIZO","SPICY PORK PAIRED WITH SALSA VERDE   *FRESH HAND CUT CORN TORTILLA CHIPS TOPPED WITH YOUR CHOICE OF PROTEIN, SALSA, BLACK BEANS, CHEESE, CREMA & ESCABECHE PEPPERS (SMALL SIZE)**ALLERGY ALERT: IF YOU OR SOMEONE IN YOUR PARTY HAS A FOOD ALLERGY, PLEASE PLACE ORDER OVER THE PHONE. **CROSS-CONTAMINATION ALERT: ALTHOUGH WE TRY OUR BEST, UNFORTUNATELY CROSS-CONTACT WITH OTHER INGREDIENTS MAY OCCUR. REGRETTABLY, WE CANNOT GUARANTEE THE COMPLETE ABSENSE OF ALLERGENS.","$12.00","PIE - AL PASTOR"
"VIVA LA NACHOS - FULL!","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","https://www.yelp.com/biz_user_photos/mC0Oir4IMjMSzJGORIW6pw/upload","https://s3-media0.fl.yelpcdn.com/assets/2/www/img/dca54f97fb84/default_avatars/menu_medium_square.png","FULL - TINGA","SPICY PULLED CHICKEN PAIRED WITH HABANERO SALSA*FRESH HAND CUT CORN TORTILLA CHIPS TOPPED WITH YOUR CHOICE OF PROTEIN, SALSA, BLACK BEANS, CHEESE, CREMA & ESCABECHE PEPPERS (RECOMMENDED FOR 2+ PEOPLE) **ALLERGY ALERT: IF YOU OR SOMEONE IN YOUR PARTY HAS A FOOD ALLERGY, PLEASE PLACE ORDER OVER THE PHONE. **CROSS-CONTAMINATION ALERT: ALTHOUGH WE TRY OUR BEST, UNFORTUNATELY CROSS-CONTACT WITH OTHER INGREDIENTS MAY OCCUR. REGRETTABLY, WE CANNOT GUARANTEE THE COMPLETE ABSENSE OF ALLERGENS.","$20.40","https://www.yelp.com/menu/tacoria-princeton/item/full-al-pastor","https://s3-media0.fl.yelpcdn.com/bphoto/y_po_RsARLdMAO3k1WXPFQ/60s.jpg","FULL - AL PASTOR","https://www.yelp.com/menu/tacoria-princeton/item/full-al-pastor","PORK MARINATED IN SPICES & INEAPPLE*FRESH HAND CUT CORN TORTILLA CHIPS TOPPED WITH YOUR CHOICE OF PROTEIN, SALSA, BLACK BEANS, CHEESE, CREMA & ESCABECHE PEPPERS (RECOMMENDED FOR 2+ PEOPLE) **ALLERGY ALERT: IF YOU OR SOMEONE IN YOUR PARTY HAS A FOOD ALLERGY, PLEASE PLACE ORDER OVER THE PHONE. **CROSS-CONTAMINATION ALERT: ALTHOUGH WE TRY OUR BEST, UNFORTUNATELY CROSS-CONTACT WITH OTHER INGREDIENTS MAY OCCUR. REGRETTABLY, WE CANNOT GUARANTEE THE COMPLETE ABSENSE OF ALLERGENS.","1 photo","[object Object]","$24.00","https://www.yelp.com/biz_user_photos/mC0Oir4IMjMSzJGORIW6pw/upload","https://s3-media0.fl.yelpcdn.com/assets/2/www/img/dca54f97fb84/default_avatars/menu_medium_square.png","FULL - POLLO ASADO","CITRUS KISSED GRILLED CHICKEN PAIRED WITH HABANERO SALSA                                                                                                                                                                                                                                                                *FRESH HAND CUT CORN TORTILLA CHIPS TOPPED WITH YOUR CHOICE OF PROTEIN, SALSA, BLACK BEANS, CHEESE, CREMA & ESCABECHE PEPPERS (RECOMMENDED FOR 2+ PEOPLE) **ALLERGY ALERT: IF YOU OR SOMEONE IN YOUR PARTY HAS A FOOD ALLERGY, PLEASE PLACE ORDER OVER THE PHONE. **CROSS-CONTAMINATION ALERT: ALTHOUGH WE TRY OUR BEST, UNFORTUNATELY CROSS-CONTACT WITH OTHER INGREDIENTS MAY OCCUR. REGRETTABLY, WE CANNOT GUARANTEE THE COMPLETE ABSENSE OF ALLERGENS.","$20.40","https://www.yelp.com/menu/tacoria-princeton/item/full-brussels-sprouts-veggie","https://s3-media0.fl.yelpcdn.com/bphoto/ymYeHLBJZxD_3MHT68TNiw/60s.jpg","FULL - BRUSSELS SPROUTS (VEGGIE)","CHARRED & TOSSED IN A CHIPOTLE AGAVE SAUCE PAIRED WITH CHIPOTLE AIOLI (VEGETARIAN)*FRESH HAND CUT CORN TORTILLA CHIPS TOPPED WITH YOUR CHOICE OF PROTEIN, SALSA, BLACK BEANS, CHEESE, CREMA & ESCABECHE PEPPERS (RECOMMENDED FOR 2+ PEOPLE)**ALLERGY ALERT: IF YOU OR SOMEONE IN YOUR PARTY HAS A FOOD ALLERGY, PLEASE PLACE ORDER OVER THE PHONE. **CROSS-CONTAMINATION ALERT: ALTHOUGH WE TRY OUR BEST, UNFORTUNATELY CROSS-CONTACT WITH OTHER INGREDIENTS MAY OCCUR. REGRETTABLY, WE CANNOT GUARANTEE THE COMPLETE ABSENSE OF ALLERGENS.","$20.40","https://www.yelp.com/biz_user_photos/mC0Oir4IMjMSzJGORIW6pw/upload","https://s3-media0.fl.yelpcdn.com/assets/2/www/img/dca54f97fb84/default_avatars/menu_medium_square.png","FULL - POLLO AL PASTOR","Chicken marinated in house blend of spices & pineapple paired with avocado verde salsa fresh hand cut corn tortilla chips topped with your choice of protein, salsa, black beans, cheese, crema & escabeche peppers (recommended for 2+ people)","$24.00","https://www.yelp.com/biz_user_photos/mC0Oir4IMjMSzJGORIW6pw/upload","https://s3-media0.fl.yelpcdn.com/assets/2/www/img/dca54f97fb84/default_avatars/menu_medium_square.png","FULL - CHORIZO","SPICY PORK PAIRED WITH SALSA VERDE*FRESH HAND CUT CORN TORTILLA CHIPS TOPPED WITH YOUR CHOICE OF PROTEIN, SALSA, BLACK BEANS, CHEESE, CREMA & ESCABECHE PEPPERS (RECOMMENDED FOR 2+ PEOPLE) **ALLERGY ALERT: IF YOU OR SOMEONE IN YOUR PARTY HAS A FOOD ALLERGY, PLEASE PLACE ORDER OVER THE PHONE. **CROSS-CONTAMINATION ALERT: ALTHOUGH WE TRY OUR BEST, UNFORTUNATELY CROSS-CONTACT WITH OTHER INGREDIENTS MAY OCCUR. REGRETTABLY, WE CANNOT GUARANTEE THE COMPLETE ABSENSE OF ALLERGENS.","$20.40","FULL - CARNE ASADA"
"DESSERT!","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","https://www.yelp.com/menu/tacoria-princeton/item/nutella-nachos","https://s3-media0.fl.yelpcdn.com/bphoto/cxvnUU9qcH5mnITwzAvVzQ/60s.jpg","NUTELLA NACHOS","https://www.yelp.com/menu/tacoria-princeton/item/nutella-nachos","CRISPY FLOUR TORTILLA TOSSED IN BROWN SUGAR, CINNAMON & DRIZZLED WITH NUTELLA**ALLERGY ALERT: IF YOU OR SOMEONE IN YOUR PARTY HAS A FOOD ALLERGY, PLEASE PLACE ORDER OVER THE PHONE. **CROSS-CONTAMINATION ALERT: ALTHOUGH WE TRY OUR BEST, UNFORTUNATELY CROSS-CONTACT WITH OTHER INGREDIENTS MAY OCCUR. REGRETTABLY, WE CANNOT GUARANTEE THE COMPLETE ABSENSE OF ALLERGENS.","6 photos","[object Object]","$6.60","","","","","","","","","","","","","","","","","","","","",""
"SMALL BITES!","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","https://www.yelp.com/biz_user_photos/mC0Oir4IMjMSzJGORIW6pw/upload","https://s3-media0.fl.yelpcdn.com/assets/2/www/img/dca54f97fb84/default_avatars/menu_medium_square.png","GOLDEN AVOCADO (2PCS)","LIGHTLY BREADED, SLICED AVOCADO PAIRED WITH CHIPOTLE AIOLI**ALLERGY ALERT: IF YOU OR SOMEONE IN YOUR PARTY HAS A FOOD ALLERGY, PLEASE PLACE ORDER OVER THE PHONE. **CROSS-CONTAMINATION ALERT: ALTHOUGH WE TRY OUR BEST, UNFORTUNATELY CROSS-CONTACT WITH OTHER INGREDIENTS MAY OCCUR. REGRETTABLY, WE CANNOT GUARANTEE THE COMPLETE ABSENSE OF ALLERGENS.","$4.20","https://www.yelp.com/menu/tacoria-princeton/item/mexican-street-corn","https://s3-media0.fl.yelpcdn.com/bphoto/mPz16pwJbzXodPsS3q_f7A/60s.jpg","MEXICAN STREET CORN","https://www.yelp.com/menu/tacoria-princeton/item/mexican-street-corn","ROASTED SWEET CORN SMOTHERED WITH CHIPOTLE AIOLI AND TOPPED WITH CILANTRO & COTIJA CHEESE**ALLERGY ALERT: IF YOU OR SOMEONE IN YOUR PARTY HAS A FOOD ALLERGY, PLEASE PLACE ORDER OVER THE PHONE. **CROSS-CONTAMINATION ALERT: ALTHOUGH WE TRY OUR BEST, UNFORTUNATELY CROSS-CONTACT WITH OTHER INGREDIENTS MAY OCCUR. REGRETTABLY, WE CANNOT GUARANTEE THE COMPLETE ABSENSE OF ALLERGENS.","15 photos","[object Object]","$6.00","https://www.yelp.com/biz_user_photos/mC0Oir4IMjMSzJGORIW6pw/upload","https://s3-media0.fl.yelpcdn.com/assets/2/www/img/dca54f97fb84/default_avatars/menu_medium_square.png","","FRESH HOUSE-MADE CHIPS PAIRED WITH OUR REFRESHING HOUSE-MADE PICO DE GALLO.**ALLERGY ALERT: IF YOU OR SOMEONE IN YOUR PARTY HAS A FOOD ALLERGY, PLEASE PLACE ORDER OVER THE PHONE. **CROSS-CONTAMINATION ALERT: ALTHOUGH WE TRY OUR BEST, UNFORTUNATELY CROSS-CONTACT WITH OTHER INGREDIENTS MAY OCCUR. REGRETTABLY, WE CANNOT GUARANTEE THE COMPLETE ABSENSE OF ALLERGENS.","$5.50","https://www.yelp.com/menu/tacoria-princeton/item/chips-and-guac","https://s3-media0.fl.yelpcdn.com/bphoto/SM5EZxdGNku50F1iDPzkcw/60s.jpg","CHIPS & GUAC","FRESH HOUSE-MADE CHIPS PAIRED WITH OUR AWESOME GUAC.**ALLERGY ALERT: IF YOU OR SOMEONE IN YOUR PARTY HAS A FOOD ALLERGY, PLEASE PLACE ORDER OVER THE PHONE. **CROSS-CONTAMINATION ALERT: ALTHOUGH WE TRY OUR BEST, UNFORTUNATELY CROSS-CONTACT WITH OTHER INGREDIENTS MAY OCCUR. REGRETTABLY, WE CANNOT GUARANTEE THE COMPLETE ABSENSE OF ALLERGENS.","$6.60","https://www.yelp.com/biz_user_photos/mC0Oir4IMjMSzJGORIW6pw/upload","https://s3-media0.fl.yelpcdn.com/assets/2/www/img/dca54f97fb84/default_avatars/menu_medium_square.png","GUACAMOLE - SIDE","AVOCADO, JALAPENO, RED ONION, CILANTRO, FRESH LIME JUICE**ALLERGY ALERT: IF YOU OR SOMEONE IN YOUR PARTY HAS A FOOD ALLERGY, PLEASE PLACE ORDER OVER THE PHONE. **CROSS-CONTAMINATION ALERT: ALTHOUGH WE TRY OUR BEST, UNFORTUNATELY CROSS-CONTACT WITH OTHER INGREDIENTS MAY OCCUR. REGRETTABLY, WE CANNOT GUARANTEE THE COMPLETE ABSENSE OF ALLERGENS.","$4.30","","","","","","CHIPS & PICO DE GALLO"
"SIDES!","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","https://www.yelp.com/biz_user_photos/mC0Oir4IMjMSzJGORIW6pw/upload","https://s3-media0.fl.yelpcdn.com/assets/2/www/img/dca54f97fb84/default_avatars/menu_medium_square.png","RICE - SIDE","WHITE RICE SEASONED WITH TACORIA'S HOUSE BLEND OF SPICES**ALLERGY ALERT: IF YOU OR SOMEONE IN YOUR PARTY HAS A FOOD ALLERGY, PLEASE PLACE ORDER OVER THE PHONE. **CROSS-CONTAMINATION ALERT: ALTHOUGH WE TRY OUR BEST, UNFORTUNATELY CROSS-CONTACT WITH OTHER INGREDIENTS MAY OCCUR. REGRETTABLY, WE CANNOT GUARANTEE THE COMPLETE ABSENSE OF ALLERGENS.","$3.00","","","","","","","","","https://www.yelp.com/biz_user_photos/mC0Oir4IMjMSzJGORIW6pw/upload","https://s3-media0.fl.yelpcdn.com/assets/2/www/img/dca54f97fb84/default_avatars/menu_medium_square.png","BROWN RICE - SIDE","BROWN RICE SEASONED WITH TACORIA'S HOUSE BLEND OF SPICES **ALLERGY ALERT: IF YOU OR SOMEONE IN YOUR PARTY HAS A FOOD ALLERGY, PLEASE PLACE ORDER OVER THE PHONE. **CROSS-CONTAMINATION ALERT: ALTHOUGH WE TRY OUR BEST, UNFORTUNATELY CROSS-CONTACT WITH OTHER INGREDIENTS MAY OCCUR. REGRETTABLY, WE CANNOT GUARANTEE THE COMPLETE ABSENSE OF ALLERGENS.","$3.00","","","","","","https://www.yelp.com/biz_user_photos/mC0Oir4IMjMSzJGORIW6pw/upload","https://s3-media0.fl.yelpcdn.com/assets/2/www/img/dca54f97fb84/default_avatars/menu_medium_square.png","BEANS - SIDE","SEASONED BLACK BEANS (VEGETARIAN)**ALLERGY ALERT: IF YOU OR SOMEONE IN YOUR PARTY HAS A FOOD ALLERGY, PLEASE PLACE ORDER OVER THE PHONE. **CROSS-CONTAMINATION ALERT: ALTHOUGH WE TRY OUR BEST, UNFORTUNATELY CROSS-CONTACT WITH OTHER INGREDIENTS MAY OCCUR. REGRETTABLY, WE CANNOT GUARANTEE THE COMPLETE ABSENSE OF ALLERGENS.","$3.00","https://www.yelp.com/biz_user_photos/mC0Oir4IMjMSzJGORIW6pw/upload","https://s3-media0.fl.yelpcdn.com/assets/2/www/img/dca54f97fb84/default_avatars/menu_medium_square.png","PINEAPPLE LIME DRESSING","HOUSE MADE PINEAPPLE LIME DRESSING FROM SCRATCH","$1.80","SLICED AVOCADO - SIDE"
"SAUCES + SALSAS!","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HAND CRAFTED TACOS (VEGAN)!","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","https://www.yelp.com/biz_user_photos/mC0Oir4IMjMSzJGORIW6pw/upload","https://s3-media0.fl.yelpcdn.com/assets/2/www/img/dca54f97fb84/default_avatars/menu_medium_square.png","TACO - GOLDEN AVOCADO (VEGAN)","SLIGHTLY BREADED SLICED AVOCADO PAIRED WITH VEGAN CHIPOTLE AIOLI*ALL TACOS SERVED WITH ONIONS, CILANTRO, SALSA, AND CHOICE OF PROTEIN ON A CORN TOTILLAS. GARNISHED WITH SLICES OF RADISH & LIME WEDGES.**ALLERGY ALERT: IF YOU OR SOMEONE IN YOUR PARTY HAS A FOOD ALLERGY, PLEASE PLACE ORDER OVER THE PHONE. **CROSS-CONTAMINATION ALERT: ALTHOUGH WE TRY OUR BEST, UNFORTUNATELY CROSS-CONTACT WITH OTHER INGREDIENTS MAY OCCUR. REGRETTABLY, WE CANNOT GUARANTEE THE COMPLETE ABSENSE OF ALLERGENS.","$5.50","https://www.yelp.com/menu/tacoria-princeton/item/taco-brussels-sprouts-vegan","https://s3-media0.fl.yelpcdn.com/bphoto/AHPMfhQtE4fHOjtSB5NGgQ/60s.jpg","TACO - BRUSSELS SPROUTS (VEGAN)","https://www.yelp.com/menu/tacoria-princeton/item/taco-brussels-sprouts-vegan","CHARRED & TOSSED IN A CHIPOTLE AGAVE SAUCE & PAIRED WITH VEGAN CHIPOTLE AIOLI*ALL TACOS SERVED WITH ONIONS, CILANTRO, SALSA, AND CHOICE OF PROTEIN ON A CORN TOTILLAS. GARNISHED WITH SLICES OF RADISH & LIME WEDGES.**ALLERGY ALERT: IF YOU OR SOMEONE IN YOUR PARTY HAS A FOOD ALLERGY, PLEASE PLACE ORDER OVER THE PHONE. **CROSS-CONTAMINATION ALERT: ALTHOUGH WE TRY OUR BEST, UNFORTUNATELY CROSS-CONTACT WITH OTHER INGREDIENTS MAY OCCUR. REGRETTABLY, WE CANNOT GUARANTEE THE COMPLETE ABSENSE OF ALLERGENS.","1 photo","[object Object]","$5.50","https://www.yelp.com/biz_user_photos/mC0Oir4IMjMSzJGORIW6pw/upload","https://s3-media0.fl.yelpcdn.com/assets/2/www/img/dca54f97fb84/default_avatars/menu_medium_square.png","TACO - RAJAS (VEGAN)","ROASTED CORN & POBLANO PEPPERS SERVED WITH SMOKY ROJA SALSA.*ALL TACOS SERVED WITH ONIONS, CILANTRO, SALSA, AND CHOICE OF PROTEIN ON A CORN TOTILLAS. GARNISHED WITH SLICES OF RADISH & LIME WEDGES.**ALLERGY ALERT: IF YOU OR SOMEONE IN YOUR PARTY HAS A FOOD ALLERGY, PLEASE PLACE ORDER OVER THE PHONE. **CROSS-CONTAMINATION ALERT: ALTHOUGH WE TRY OUR BEST, UNFORTUNATELY CROSS-CONTACT WITH OTHER INGREDIENTS MAY OCCUR. REGRETTABLY, WE CANNOT GUARANTEE THE COMPLETE ABSENSE OF ALLERGENS.","$5.50","","","","","","https://www.yelp.com/biz_user_photos/mC0Oir4IMjMSzJGORIW6pw/upload","https://s3-media0.fl.yelpcdn.com/assets/2/www/img/dca54f97fb84/default_avatars/menu_medium_square.png","TACO - BEYOND TACORIZO (VEGAN)","MADE WITH VEGAN BEYOND 'MEAT', SEASONING, SPICES.  *ALL TACOS SERVED WITH ONIONS, CILANTRO, SALSA, AND CHOICE OF PROTEIN ON A CORN TOTILLAS. GARNISHED WITH SLICES OF RADISH & LIME WEDGES.**ALLERGY ALERT: IF YOU OR SOMEONE IN YOUR PARTY HAS A FOOD ALLERGY, PLEASE PLACE ORDER OVER THE PHONE. **CROSS-CONTAMINATION ALERT: ALTHOUGH WE TRY OUR BEST, UNFORTUNATELY CROSS-CONTACT WITH OTHER INGREDIENTS MAY OCCUR. REGRETTABLY, WE CANNOT GUARANTEE THE COMPLETE ABSENSE OF ALLERGENS.","$6.70","","","","","",""
"MISSION STYLE BURRITOS (VEGAN)!","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
